"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","type","lon","lat"
"859","Morgan Hill","California","Small","Bike",142,0.8,0.5,"CA","West","city",-121.6543901,37.1305012
"860","Morgantown","West Virginia","Small","Bike",72,0.6,0.5,"WV","South","city",-79.9558968,39.629526
"861","Morristown","Tennessee","Small","Bike",13,0.1,0.2,"TN","South","city",-83.2948922,36.2139814
"862","Morrisville","North Carolina","Small","Bike",62,0.6,0.5,"NC","South","town",-78.8255621,35.823483
"863","Morton Grove","Illinois","Small","Bike",60,0.5,0.4,"IL","North Central","village",-87.7825621,42.0405852
"864","Moscow","Idaho","Small","Bike",581,5,1.6,"ID","West","city",-117.000165,46.7323875
"865","Moses Lake","Washington","Small","Bike",10,0.1,0.2,"WA","West","city",-119.2780771,47.1301417
"866","Mount Juliet","Tennessee","Small","Bike",0,0,0.3,"TN","South","city",-86.5186054,36.200055
"867","Mount Pleasant","Michigan","Small","Bike",373,3.4,1.2,"MI","North Central","city",-84.7675139,43.5978075
"868","Mount Pleasant","South Carolina","Small","Bike",261,0.8,0.4,"SC","South","town",-79.8284258,32.8323225
"869","Mount Pleasant","Wisconsin","Small","Bike",0,0,0.2,"WI","North Central","village",-87.8844309,42.7369942
"870","Mount Prospect","Illinois","Small","Bike",160,0.6,0.3,"IL","North Central","village",-87.9372908,42.0664167
"871","Mount Vernon","New York","Small","Bike",0,0,0.1,"NY","Northeast","city",-73.8370786,40.9125992
"872","Mount Vernon","Washington","Small","Bike",70,0.5,0.5,"WA","West","city",-122.3374543,48.4201105
"873","Mountain Brook","Alabama","Small","Bike",35,0.4,0.4,"AL","South","city",-86.7522107,33.5009384
"874","Mountain View","California","Small","Bike",1707,4.2,0.8,"CA","West","city",-122.0838511,37.3860517
"875","Mountlake Terrace","Washington","Small","Bike",41,0.4,0.3,"WA","West","city",-122.3087405,47.7881528
"876","Mukilteo","Washington","Small","Bike",31,0.3,0.3,"WA","West","city",-122.3045815,47.9445396
"877","Muncie","Indiana","Small","Bike",452,1.6,0.5,"IN","North Central","city",-85.3863599,40.1933767
"878","Mundelein","Illinois","Small","Bike",29,0.2,0.2,"IL","North Central","village",-88.0039653,42.263079
"879","Munster","Indiana","Small","Bike",14,0.1,0.2,"IN","North Central","town",-87.5125412,41.5644798
"880","Murray","Utah","Small","Bike",127,0.5,0.3,"UT","West","city",-111.8879909,40.6668916
"881","Murrysville","Pennsylvania","Small","Bike",23,0.2,0.3,"PA","Northeast","municipality",-79.697545,40.4284015
"882","Muscatine","Iowa","Small","Bike",9,0.1,0.1,"IA","North Central","city",-91.0432051,41.424473
"883","Muskego","Wisconsin","Small","Bike",0,0,0.2,"WI","North Central","city",-88.1389779,42.905848
"884","Muskegon","Michigan","Small","Bike",63,0.5,0.4,"MI","North Central","city",-86.2483921,43.2341813
"885","Muskogee","Oklahoma","Small","Bike",5,0,0.1,"OK","South","city",-95.3696909,35.7478769
"886","Myrtle Beach","South Carolina","Small","Bike",189,1.5,0.9,"SC","South","city",-78.8866943,33.6890603
"887","Nacogdoches","Texas","Small","Bike",108,0.8,0.6,"TX","South","city",-94.6554874,31.6035129
"888","Nampa","Idaho","Small","Bike",88,0.3,0.2,"ID","West","city",-116.55978,43.5788175
"889","Napa","California","Small","Bike",320,0.9,0.5,"CA","West","city",-122.286865,38.2975381
"890","Naples","Florida","Small","Bike",121,2,1.2,"FL","South","city",-81.7948103,26.1420358
"891","Nashua","New Hampshire","Small","Bike",71,0.2,0.2,"NH","Northeast","city",-71.467566,42.7653662
"892","National City","California","Small","Bike",161,0.6,0.4,"CA","West","city",-117.0991967,32.6781085
"893","Naugatuck","Connecticut","Small","Bike",0,0,0.2,"CT","Northeast","borough",-73.0506972,41.485921
"894","Neenah","Wisconsin","Small","Bike",73,0.6,0.4,"WI","North Central","city",-88.462609,44.1858193
"895","New Albany","Indiana","Small","Bike",29,0.2,0.2,"IN","North Central","city",-85.8241312,38.2856247
"896","New Bedford","Massachusetts","Small","Bike",119,0.3,0.2,"MA","Northeast","city",-70.934205,41.6362152
"897","New Berlin","Wisconsin","Small","Bike",70,0.3,0.3,"WI","North Central","city",-88.1084224,42.9764027
"898","New Bern","North Carolina","Small","Bike",18,0.2,0.2,"NC","South","city",-77.0441143,35.108493
"899","New Braunfels","Texas","Small","Bike",56,0.2,0.2,"TX","South","city",-98.1244531,29.7030024
"900","New Brighton","Minnesota","Small","Bike",36,0.3,0.3,"MN","North Central","city",-93.2018908,45.0655212
"901","New Britain","Connecticut","Small","Bike",54,0.2,0.2,"CT","Northeast","city",-72.7795419,41.6612104
"902","New Brunswick","New Jersey","Small","Bike",240,1,0.4,"NJ","Northeast","city",-74.4518188,40.4862157
"903","New Castle","Pennsylvania","Small","Bike",68,0.8,0.9,"PA","Northeast","city",-80.347009,41.0036719
"904","New Hope","Minnesota","Small","Bike",61,0.6,0.4,"MN","North Central","city",-93.3866185,45.0380201
"905","New Iberia","Louisiana","Small","Bike",48,0.4,0.4,"LA","South","city",-91.8187285,30.0035365
"906","New Lenox","Illinois","Small","Bike",12,0.1,0.2,"IL","North Central","village",-87.9656098,41.5119761
"907","New London","Connecticut","Small","Bike",16,0.1,0.1,"CT","Northeast","city",-72.0995209,41.3556539
"908","New Rochelle","New York","Small","Bike",30,0.1,0.1,"NY","Northeast","city",-73.7823549,40.9114882
"909","New Smyrna Beach","Florida","Small","Bike",44,0.5,0.5,"FL","South","city",-80.9269984,29.0258191
"910","Newark","California","Small","Bike",79,0.4,0.3,"CA","West","city",-122.0383968,37.5299765
"911","Newark","Delaware","Small","Bike",328,2.4,0.7,"DE","South","city",-75.7496572,39.6837226
"912","Newark","Ohio","Small","Bike",134,0.6,0.4,"OH","North Central","city",-82.4012642,40.0581205
"913","Newberg","Oregon","Small","Bike",173,1.6,1,"OR","West","city",-122.9469463,45.3064258
"914","Newburgh","New York","Small","Bike",67,0.6,0.7,"NY","Northeast","city",-74.0104178,41.5034271
"915","Newnan","Georgia","Small","Bike",16,0.1,0.2,"GA","South","city",-84.7996573,33.3806716
"916","Newport Beach","California","Small","Bike",378,0.9,0.4,"CA","West","city",-117.9298493,33.6188829
"917","Newport","Rhode Island","Small","Bike",333,2.4,1.1,"RI","Northeast","city",-71.3128285,41.4901024
"918","Newton","Massachusetts","Small","Bike",470,1.1,0.3,"MA","Northeast","city",-71.2092214,42.3370413
"919","Niagara Falls","New York","Small","Bike",72,0.3,0.2,"NY","Northeast","city",-79.0377388,43.0962143
"920","Nicholasville","Kentucky","Small","Bike",0,0,0.3,"KY","South","city",-84.5729961,37.8806341
"921","Niles","Illinois","Small","Bike",116,0.9,0.8,"IL","North Central","village",-87.8028402,42.0189191
"922","Noblesville","Indiana","Small","Bike",26,0.1,0.1,"IN","North Central","city",-86.0085955,40.0455917
"923","Nogales","Arizona","Small","Bike",8,0.1,0.2,"AZ","West","city",-110.9342532,31.3403775
"924","Norco","California","Small","Bike",14,0.1,0.2,"CA","West","city",-117.548661,33.9311257
"925","Norfolk","Nebraska","Small","Bike",55,0.5,0.4,"NE","North Central","city",-97.4137553,42.0327234
"926","Normal","Illinois","Small","Bike",317,1.2,0.4,"IL","North Central","town",-88.9906312,40.5142026
"927","Norristown","Pennsylvania","Small","Bike",182,1.1,0.8,"PA","Northeast","borough",-75.3399048,40.121497
"928","North Augusta","South Carolina","Small","Bike",24,0.3,0.3,"SC","South","city",-81.9651152,33.5018026
"929","North Chicago","Illinois","Small","Bike",9,0.1,0.1,"IL","North Central","city",-87.8411818,42.325578
"930","North Lauderdale","Florida","Small","Bike",98,0.5,0.5,"FL","South","city",-80.2258811,26.217305
"931","North Little Rock","Arkansas","Small","Bike",38,0.1,0.2,"AR","South","city",-92.2670941,34.769536
"932","North Miami Beach","Florida","Small","Bike",103,0.5,0.4,"FL","South","city",-80.1625463,25.9331488
"933","North Miami","Florida","Small","Bike",0,0,0.2,"FL","South","city",-80.1867138,25.8900949
"934","North Olmsted","Ohio","Small","Bike",20,0.1,0.1,"OH","North Central","city",-81.9234726,41.4156025
"935","North Plainfield","New Jersey","Small","Bike",136,1.1,0.9,"NJ","Northeast","borough",-74.4273743,40.6301025
"936","North Platte","Nebraska","Small","Bike",37,0.3,0.3,"NE","North Central","city",-100.7601454,41.1402759
"937","North Port","Florida","Small","Bike",139,0.6,0.2,"FL","South","city",-82.2359254,27.044224
"938","North Richland Hills","Texas","Small","Bike",42,0.1,0.1,"TX","South","city",-97.2289029,32.8342952
"939","North Ridgeville","Ohio","Small","Bike",17,0.1,0.2,"OH","North Central","city",-82.0190321,41.3894905
"940","North Royalton","Ohio","Small","Bike",42,0.3,0.2,"OH","North Central","city",-81.7245739,41.3136644
"941","North Tonawanda","New York","Small","Bike",28,0.2,0.2,"NY","Northeast","city",-78.8642033,43.038668
"942","Northampton","Massachusetts","Small","Bike",473,3.1,0.9,"MA","Northeast","city",-72.6412013,42.3250896
"943","Northbrook","Illinois","Small","Bike",27,0.2,0.2,"IL","North Central","village",-87.8289548,42.1275267
"944","Northfield","Minnesota","Small","Bike",212,1.9,0.7,"MN","North Central","city",-93.161604,44.4582983
"945","Northglenn","Colorado","Small","Bike",48,0.3,0.3,"CO","West","city",-104.9811468,39.8961821
"946","Northport","Alabama","Small","Bike",6,0.1,0.1,"AL","South","city",-87.5772293,33.229007
"947","Norton Shores","Michigan","Small","Bike",62,0.6,0.5,"MI","North Central","city",-86.2639461,43.1689044
"948","Norwalk","Connecticut","Small","Bike",81,0.2,0.1,"CT","Northeast","city",-73.4081575,41.117744
"949","Norwich","Connecticut","Small","Bike",6,0,0.1,"CT","Northeast","city",-72.0759105,41.5242649
"950","Novato","California","Small","Bike",133,0.5,0.4,"CA","West","city",-122.5697032,38.1074198
"951","Novi","Michigan","Small","Bike",100,0.4,0.3,"MI","North Central","city",-83.4754913,42.48059
"952","Oak Creek","Wisconsin","Small","Bike",12,0.1,0.1,"WI","North Central","city",-87.8631362,42.8858503
"953","Oak Forest","Illinois","Small","Bike",0,0,0.2,"IL","North Central","city",-87.7439384,41.6028116
"954","Oak Harbor","Washington","Small","Bike",12,0.1,0.2,"WA","West","city",-122.6484205,48.2882947
"955","Oak Lawn","Illinois","Small","Bike",37,0.1,0.1,"IL","North Central","village",-87.7479528,41.719978
"956","Oak Park","Michigan","Small","Bike",47,0.4,0.4,"MI","North Central","city",-83.1827051,42.4594803
"957","Oak Park","Illinois","Small","Bike",462,1.7,0.6,"IL","North Central","village",-87.7845025,41.8850317
"958","Oak Ridge","Tennessee","Small","Bike",13,0.1,0.1,"TN","South","city",-84.2696449,36.0103561
"959","Oakdale","California","Small","Bike",81,1,0.7,"CA","West","city",-120.8471545,37.7665947
"960","Oakdale","Minnesota","Small","Bike",43,0.3,0.2,"MN","North Central","city",-92.9649361,44.9630216
"961","Oakland Park","Florida","Small","Bike",166,0.8,0.5,"FL","South","city",-80.1319893,26.1723065
"962","Oakley","California","Small","Bike",90,0.6,0.4,"CA","West","city",-121.7124536,37.9974219
"963","Ocala","Florida","Small","Bike",210,1,0.5,"FL","South","city",-82.1400923,29.1871986
"964","Ocoee","Florida","Small","Bike",0,0,0.2,"FL","South","city",-81.5439619,28.5691677
"965","O'Fallon","Illinois","Small","Bike",20,0.1,0.2,"IL","North Central","city",-89.910991,38.592323
"966","O'Fallon","Missouri","Small","Bike",41,0.1,0.1,"MO","North Central","city",-90.6998477,38.8106075
"967","Ogden","Utah","Small","Bike",223,0.6,0.3,"UT","West","city",-111.9738304,41.223
"968","Olive Branch","Mississippi","Small","Bike",0,0,0.2,"MS","South","city",-89.8295315,34.9617604
"969","Olympia","Washington","Small","Bike",950,4.1,1.2,"WA","West","city",-122.9006951,47.0378741
"970","Opelika","Alabama","Small","Bike",24,0.2,0.1,"AL","South","city",-85.3782795,32.6454116
"971","Oregon City","Oregon","Small","Bike",52,0.4,0.3,"OR","West","city",-122.6050422,45.3364465
"972","Oregon","Ohio","Small","Bike",0,0,0.3,"OH","North Central","city",-83.4868768,41.6436603
"973","Orem","Utah","Small","Bike",539,1.3,0.4,"UT","West","city",-111.6946475,40.2968979
"974","Orland Park","Illinois","Small","Bike",42,0.2,0.1,"IL","North Central","village",-87.8539425,41.6303103
"975","Ormond Beach","Florida","Small","Bike",161,1,0.5,"FL","South","city",-81.0558894,29.2858129
"976","Oro Valley","Arizona","Small","Bike",62,0.4,0.3,"AZ","West","town",-110.966488,32.3909071
"977","Oshkosh","Wisconsin","Small","Bike",380,1.2,0.5,"WI","North Central","city",-88.5426136,44.0247062
"978","Ossining","New York","Small","Bike",7,0.1,0.1,"NY","Northeast","village",-73.8615246,41.1628731
"979","Oswego","Illinois","Small","Bike",13,0.1,0.1,"IL","North Central","village",-88.3514596,41.6828074
"980","Ottumwa","Iowa","Small","Bike",75,0.7,0.6,"IA","North Central","city",-92.4083022,41.0160293
"981","Oviedo","Florida","Small","Bike",39,0.2,0.3,"FL","South","city",-81.2081203,28.669997
"982","Owasso","Oklahoma","Small","Bike",43,0.3,0.3,"OK","South","city",-95.8547119,36.2695388
"983","Owatonna","Minnesota","Small","Bike",90,0.7,0.5,"MN","North Central","city",-93.2259349,44.0855572
"984","Owensboro","Kentucky","Small","Bike",144,0.6,0.3,"KY","South","city",-87.1111676,37.7719074
"985","Oxford","Alabama","Small","Bike",4,0,0.1,"AL","South","city",-85.8349648,33.6142714
"986","Oxford","Mississippi","Small","Bike",108,1.3,1,"MS","South","city",-89.5192484,34.3664951
"987","Oxford","Ohio","Small","Bike",158,1.8,1,"OH","North Central","city",-84.745231,39.5069974
"988","Pacifica","California","Small","Bike",22,0.1,0.1,"CA","West","city",-122.4869194,37.6138253
"989","Paducah","Kentucky","Small","Bike",41,0.4,0.4,"KY","South","city",-88.6000478,37.0833893
"990","Palatine","Illinois","Small","Bike",124,0.3,0.3,"IL","North Central","village",-88.03424,42.1103041
"991","Palm Beach Gardens","Florida","Small","Bike",68,0.3,0.2,"FL","South","city",-80.1386547,26.8233946
"992","Palm Coast","Florida","Small","Bike",57,0.2,0.2,"FL","South","city",-81.2078699,29.5844524
"993","Palm Desert","California","Small","Bike",105,0.6,0.4,"CA","West","city",-116.3744556,33.7222445
"994","Palm Springs","California","Small","Bike",179,0.9,0.5,"CA","West","city",-116.5452921,33.8302961
"995","Palm Springs","Florida","Small","Bike",8,0.1,0.1,"FL","South","village",-80.0961538,26.6359009
"996","Palmetto Bay","Florida","Small","Bike",32,0.3,0.3,"FL","South","village",-80.3247748,25.6217715
"997","Palo Alto","California","Small","Bike",2562,8.5,1.1,"CA","West","city",-122.1430195,37.4418834
"998","Panama City","Florida","Small","Bike",213,1.3,0.8,"FL","South","city",-85.6602058,30.1588129
"999","Papillion","Nebraska","Small","Bike",14,0.1,0.2,"NE","North Central","city",-96.0422378,41.1544432
"1000","Paradise","California","Small","Bike",92,1,1,"CA","West","town",-121.6219177,39.7596061
"1001","Paragould","Arkansas","Small","Bike",0,0,0.3,"AR","South","city",-90.4973286,36.0584021
"1002","Paramount","California","Small","Bike",173,0.8,0.4,"CA","West","city",-118.1597911,33.8894598
"1003","Paramus","New Jersey","Small","Bike",0,0,0.3,"NJ","Northeast","borough",-74.0754189,40.9445428
"1004","Paris","Texas","Small","Bike",79,0.8,0.7,"TX","South","city",-95.555513,33.6609389
"1005","Park Forest","Illinois","Small","Bike",23,0.2,0.3,"IL","North Central","village",-87.6744891,41.4914236
"1006","Park Ridge","Illinois","Small","Bike",30,0.2,0.2,"IL","North Central","city",-87.8406192,42.0111412
"1007","Parker","Colorado","Small","Bike",40,0.2,0.2,"CO","West","town",-104.7613633,39.5186002
"1008","Parkersburg","West Virginia","Small","Bike",59,0.5,0.4,"WV","South","city",-81.5615135,39.2667418
"1009","Parkland","Florida","Small","Bike",0,0,0.4,"FL","South","city",-80.2532249,26.3107774
"1010","Parma","Ohio","Small","Bike",0,0,0.1,"OH","North Central","city",-81.7229086,41.4047742
"1011","Parma Heights","Ohio","Small","Bike",10,0.1,0.2,"OH","North Central","city",-81.7595769,41.3900518
"1012","Pascagoula","Mississippi","Small","Bike",47,0.5,0.5,"MS","South","city",-88.5561272,30.3657552
"1013","Pasco","Washington","Small","Bike",0,0,0.1,"WA","West","city",-119.0922316,46.2305049
"1014","Passaic","New Jersey","Small","Bike",234,0.9,0.6,"NJ","Northeast","city",-74.1284764,40.8567662
"1015","Patterson","California","Small","Bike",98,1.3,1.2,"CA","West","city",-121.129656,37.4716001
"1016","Pawtucket","Rhode Island","Small","Bike",208,0.6,0.3,"RI","Northeast","city",-71.3825558,41.878711
"1017","Peabody","Massachusetts","Small","Bike",71,0.3,0.2,"MA","Northeast","city",-70.9286609,42.5278731
"1018","Peachtree City","Georgia","Small","Bike",41,0.3,0.3,"GA","South","city",-84.5963432,33.3968557
"1019","Pearl","Mississippi","Small","Bike",12,0.1,0.2,"MS","South","city",-90.1342608,32.2662515
"1020","Pearland","Texas","Small","Bike",0,0,0.1,"TX","South","city",-95.2860474,29.5635666
"1021","Peekskill","New York","Small","Bike",31,0.3,0.4,"NY","Northeast","city",-73.9204158,41.2900939
"1022","Pekin","Illinois","Small","Bike",54,0.4,0.3,"IL","North Central","city",-89.640658,40.5675388
"1023","Pelham","Alabama","Small","Bike",0,0,0.3,"AL","South","city",-86.8099885,33.2856687
"1024","Pensacola","Florida","Small","Bike",227,0.9,0.5,"FL","South","city",-87.2169149,30.421309
"1025","Perris","California","Small","Bike",20,0.1,0.1,"CA","West","city",-117.2286478,33.7825194
"1026","Perrysburg","Ohio","Small","Bike",8,0.1,0.1,"OH","North Central","city",-83.627157,41.556996
"1027","Perth Amboy","New Jersey","Small","Bike",33,0.2,0.2,"NJ","Northeast","city",-74.2654234,40.5067723
"1028","Petaluma","California","Small","Bike",437,1.5,0.5,"CA","West","city",-122.6366524,38.232417
"1029","Petersburg","Virginia","Small","Bike",32,0.3,0.3,"VA","South","city",-77.4019267,37.2279279
"1030","Pflugerville","Texas","Small","Bike",40,0.2,0.3,"TX","South","city",-97.6222665,30.4548451
"1031","Pharr","Texas","Small","Bike",35,0.2,0.2,"TX","South","city",-98.1836216,26.1947962
"1032","Phenix City","Alabama","Small","Bike",54,0.4,0.4,"AL","South","city",-85.0007653,32.4709761
"1033","Pico Rivera","California","Small","Bike",255,1,0.4,"CA","West","city",-118.096735,33.9830688
"1034","Pine Bluff","Arkansas","Small","Bike",28,0.2,0.1,"AR","South","city",-92.0031955,34.2284312
